CPU_Temp,GPU_Temp,Ambient_Temp,Fan_Speed,CPU_Usage,RAM_Usage,Disk_IO,PSU_Voltage,Vibration,Uptime,Machine_Failure,Split
87.99108369503867,37.26383827504152,27.896457498005443,1743.2424819479347,22.94659428312931,52.09691627970099,15.632782644464484,11.605330747140163,1.175387749565239,178.34433939625092,0,train
88.4696548372101,56.71349206786704,18.58503887905715,1093.0254586129786,53.94631414811191,38.744884573956384,181.59284495445544,12.097025971802937,1.8550954209185686,127.67394335517257,0,train
97.29773686267335,59.503095406893046,32.35585163746804,1893.0926238358825,72.34797631804922,39.22352667822745,15.867065293865707,11.630314296270482,2.9944473755089076,18.495617158605896,0,train
54.28472872960448,60.888276510217324,30.04908544671317,1411.3795769582912,37.672771839210455,61.36313067666539,18.436209226952727,12.18207014802733,1.7828689250537975,199.3554698484748,0,train
62.580714325009865,66.20152354835551,30.540914083687582,1355.1769433453903,26.21176214265344,24.391365257169397,63.519876509629526,12.39106500076573,1.9373604226727652,31.706639240307894,0,train
82.69160181081931,80.7323848655629,23.173392243439455,1473.4911122383994,48.331240604192786,52.70671599186474,198.6271088394904,11.8034736214693,2.8396638644311887,41.3597520375362,0,train
67.75013008607527,63.35681927458348,30.19952343698038,1437.2334378766416,23.479046278359235,23.305511088277846,51.77311025449043,12.1215023610272,4.04206965292788,3.5792217449236685,0,train
73.80285640700406,83.89779939959095,33.16715766150548,2061.989332865264,50.449317856240924,50.24406989898743,93.03013996683829,12.948883508372989,2.307676653401114,123.30019206786895,1,train
70.42454037571451,31.938121184612164,22.661493993440544,1031.2362429340371,78.45496272199881,61.461277916416634,111.26320586237748,12.11216982838904,0.8107675349228709,29.147244777729558,0,train
64.05981354090243,56.38145913215505,26.544165062994818,968.0902595379356,31.67616169037515,70.1498629136704,76.11772086979974,12.257647160812233,1.505034519631927,98.10734233162786,0,train
73.13840065378947,47.535748253834434,22.32382394219716,1943.2590243165787,68.75140275253116,6.938551081410743,76.44376740910607,11.733199846780417,2.6333268260712384,10.922917109409774,0,train
67.59771388776772,68.89651886952575,17.035031332341653,1537.9138738639235,53.79412335220791,48.34649916421337,23.247987623382016,12.436098500036488,0.0,67.79966293726646,0,train
48.98569355926108,39.60215788530121,17.89094666629078,1028.7371543794502,24.008375261448048,29.595139877868654,134.10347450313157,12.66271605454754,1.8847757674478025,13.54041457248623,0,train
52.87259595660218,62.72799382587743,26.909677261157768,1628.6449500991719,38.98926301016833,67.41173084527209,90.70771239036263,12.035626874955446,3.311167497802624,90.64483164417831,0,train
72.46997436868175,48.02554133192319,33.558542400711715,1435.5236909133794,39.034254070187984,51.459667588787106,40.235311820037765,12.078880719646884,1.4539582011832788,27.29184732281616,0,train
